sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,56.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K
Male,,White,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,
Male,29.0,Black,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,37.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,51.0,White,Never-married,Prof-school,United-States,Private,Prof-specialty,>50K
Male,44.0,White,Married-civ-spouse,Masters,United-States,State-gov,Exec-managerial,>50K
Female,33.0,White,Separated,HS-grad,United-States,Private,Other-service,<=50K
Male,51.0,White,Divorced,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,24.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Machine-op-inspct,<=50K
Female,37.0,White,Never-married,Assoc-voc,United-States,Self-emp-not-inc,Other-service,<=50K
Male,40.0,White,Divorced,Some-college,United-States,Private,Exec-managerial,<=50K
Male,34.0,White,Never-married,Masters,United-States,Private,Exec-managerial,
Female,69.0,White,Widowed,11th,United-States,Federal-gov,Adm-clerical,<=50K
Female,41.0,White,Divorced,Assoc-voc,United-States,Self-emp-not-inc,Other-service,<=50K
Male,40.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,57.0,Black,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,26.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,53.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Male,39.0,White,Divorced,Bachelors,United-States,Private,Exec-managerial,<=50K
Female,51.0,White,Widowed,Bachelors,United-States,Federal-gov,Adm-clerical,<=50K
Male,56.0,White,Married-civ-spouse,Bachelors,Puerto-Rico,Federal-gov,Exec-managerial,>50K
Female,51.0,Black,Separated,10th,United-States,Private,Adm-clerical,
Male,17.0,White,Never-married,12th,United-States,Private,Prof-specialty,<=50K
Female,42.0,White,Divorced,Some-college,United-States,Private,Exec-managerial,<=50K
Female,42.0,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Male,29.0,White,Never-married,Prof-school,Germany,Private,Prof-specialty,>50K
Male,33.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,43.0,White,Divorced,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,64.0,White,Married-civ-spouse,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,40.0,White,Divorced,HS-grad,United-States,Private,Transport-moving,>50K
Male,21.0,White,Never-married,5th-6th,Mexico,Private,Handlers-cleaners,<=50K
Male,,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,
Female,60.0,Asian-Pac-Islander,Widowed,Assoc-voc,United-States,Private,Exec-managerial,>50K
Male,32.0,White,Married-civ-spouse,12th,United-States,Private,Sales,>50K
Male,27.0,Black,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Female,40.0,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,27.0,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,>50K
Male,18.0,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Female,43.0,Black,Separated,HS-grad,United-States,Private,Other-service,<=50K
Male,52.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,>50K
Male,31.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,28.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,
Female,44.0,White,Never-married,Masters,United-States,Private,Prof-specialty,<=50K
Male,37.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Male,35.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,42.0,Black,Separated,9th,United-States,Private,Craft-repair,<=50K
Male,18.0,Black,Never-married,10th,United-States,Private,Other-service,<=50K
Male,46.0,White,Married-civ-spouse,Masters,United-States,Self-emp-inc,Sales,>50K
Male,54.0,White,Married-civ-spouse,HS-grad,United-States,Federal-gov,Adm-clerical,>50K
Male,54.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Female,56.0,White,Divorced,Some-college,Germany,Private,Adm-clerical,<=50K
Male,27.0,White,Never-married,Some-college,United-States,Private,Sales,
Female,26.0,White,Never-married,Bachelors,Mexico,Private,Adm-clerical,<=50K
Male,41.0,White,Married-civ-spouse,Some-college,United-States,Local-gov,Craft-repair,<=50K
Female,32.0,White,Divorced,Some-college,United-States,Private,Machine-op-inspct,<=50K
Female,18.0,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,36.0,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,37.0,White,Never-married,10th,United-States,Private,Handlers-cleaners,<=50K
Male,31.0,White,Never-married,5th-6th,Mexico,Private,Farming-fishing,<=50K
Male,46.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,24.0,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,,Asian-Pac-Islander,Never-married,Bachelors,Taiwan,Self-emp-inc,Exec-managerial,
Male,55.0,White,Married-civ-spouse,5th-6th,United-States,Private,Craft-repair,<=50K
Male,64.0,White,Widowed,HS-grad,United-States,Local-gov,Exec-managerial,<=50K
Female,30.0,White,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,65.0,White,Never-married,Masters,United-States,Private,Prof-specialty,<=50K
Male,46.0,White,Divorced,Bachelors,United-States,Federal-gov,Prof-specialty,<=50K
Male,45.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Female,18.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,32.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,34.0,White,Married-civ-spouse,Doctorate,Germany,State-gov,Prof-specialty,>50K
Male,35.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,
Male,26.0,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,24.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,45.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,>50K
Female,36.0,White,Never-married,10th,United-States,Private,Handlers-cleaners,<=50K
Male,44.0,Other,Married-civ-spouse,7th-8th,Nicaragua,Private,Machine-op-inspct,<=50K
Female,23.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,57.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,41.0,White,Married-civ-spouse,Some-college,Mexico,Self-emp-not-inc,Sales,>50K
Male,20.0,Black,Married-civ-spouse,HS-grad,Puerto-Rico,Local-gov,Protective-serv,<=50K
Male,32.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,
Female,60.0,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,>50K
Female,38.0,White,Never-married,Bachelors,United-States,Self-emp-inc,Craft-repair,<=50K
Female,29.0,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Male,22.0,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,21.0,Asian-Pac-Islander,Never-married,Some-college,India,Private,Sales,<=50K
Male,40.0,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Other-service,<=50K
Male,59.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K
Male,45.0,White,Divorced,Masters,United-States,State-gov,Exec-managerial,<=50K
Female,76.0,White,Widowed,HS-grad,United-States,Local-gov,Other-service,<=50K
Male,,White,Married-civ-spouse,Bachelors,United-States,Private,Machine-op-inspct,
Female,49.0,White,Separated,Masters,United-States,Local-gov,Prof-specialty,<=50K
Female,36.0,Black,Never-married,Assoc-voc,United-States,Local-gov,Protective-serv,>50K
Male,22.0,White,Never-married,11th,United-States,Private,Craft-repair,<=50K
Female,47.0,White,Divorced,Assoc-voc,United-States,Private,Prof-specialty,<=50K
Male,26.0,White,Married-AF-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,21.0,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K
Female,27.0,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Male,26.0,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K
Female,20.0,White,Never-married,Assoc-voc,United-States,Private,Tech-support,<=50K
Male,31.0,White,Never-married,Masters,England,Self-emp-not-inc,Prof-specialty,
Female,57.0,Black,Divorced,Masters,United-States,Local-gov,Other-service,<=50K
Female,39.0,White,Divorced,11th,United-States,Private,Sales,<=50K
Male,36.0,Black,Never-married,Assoc-acdm,England,Private,Tech-support,>50K
Male,66.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K
Male,34.0,White,Married-civ-spouse,Some-college,United-States,Local-gov,Craft-repair,<=50K
Female,21.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,40.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Female,49.0,White,Divorced,Assoc-acdm,United-States,Local-gov,Adm-clerical,<=50K
Female,48.0,White,Divorced,Some-college,United-States,Self-emp-not-inc,Sales,<=50K
Male,19.0,White,Never-married,Some-college,United-States,State-gov,Other-service,
Male,42.0,Black,Married-civ-spouse,11th,United-States,Private,Transport-moving,<=50K
Male,59.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Female,63.0,White,Divorced,Some-college,United-States,Private,Other-service,<=50K
Male,26.0,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Female,41.0,White,Divorced,9th,United-States,Private,Other-service,<=50K
Male,42.0,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Male,19.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,45.0,White,Married-civ-spouse,11th,United-States,Local-gov,Other-service,<=50K
Female,47.0,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,>50K
Female,,White,Divorced,HS-grad,United-States,Private,Adm-clerical,
Male,34.0,White,Married-civ-spouse,Assoc-voc,England,Private,Craft-repair,<=50K
Male,49.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Sales,>50K
Male,36.0,White,Divorced,HS-grad,United-States,Private,Transport-moving,<=50K
Male,53.0,White,Widowed,HS-grad,United-States,Private,Craft-repair,>50K
Male,39.0,White,Divorced,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,52.0,White,Married-civ-spouse,Assoc-voc,United-States,Self-emp-not-inc,Craft-repair,<=50K
Female,18.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,59.0,Asian-Pac-Islander,Never-married,Assoc-voc,United-States,Private,Craft-repair,<=50K
Male,50.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Male,31.0,Asian-Pac-Islander,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,
Male,41.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Exec-managerial,>50K
Male,45.0,White,Widowed,Assoc-acdm,United-States,Private,Tech-support,>50K
Female,54.0,White,Divorced,Masters,United-States,Local-gov,Prof-specialty,<=50K
Male,22.0,White,Never-married,HS-grad,United-States,Private,Farming-fishing,<=50K
Male,50.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,>50K
Female,43.0,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,48.0,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,24.0,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,54.0,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K
Male,26.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,
Male,53.0,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,>50K
Male,51.0,White,Married-civ-spouse,Doctorate,United-States,Self-emp-inc,Prof-specialty,>50K
Male,54.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Male,32.0,White,Married-civ-spouse,HS-grad,United-States,State-gov,Craft-repair,>50K
Male,46.0,Black,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,52.0,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,<=50K
Female,44.0,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,56.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,<=50K
Male,57.0,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,,Black,Never-married,HS-grad,United-States,Private,Other-service,
Female,30.0,White,Never-married,Assoc-acdm,United-States,Private,Tech-support,<=50K
Male,29.0,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,49.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,28.0,White,Never-married,10th,United-States,Private,Handlers-cleaners,<=50K
Female,30.0,Black,Separated,Some-college,United-States,Private,Adm-clerical,<=50K
Male,45.0,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K
Male,17.0,White,Never-married,10th,United-States,Private,Other-service,<=50K
Male,54.0,White,Married-civ-spouse,10th,United-States,Local-gov,Adm-clerical,<=50K
Male,31.0,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Male,54.0,White,Married-civ-spouse,Doctorate,United-States,Private,Exec-managerial,
Male,37.0,White,Married-civ-spouse,9th,United-States,Private,Handlers-cleaners,<=50K
Male,34.0,Amer-Indian-Eskimo,Divorced,HS-grad,United-States,Private,Craft-repair,>50K
Male,38.0,White,Married-civ-spouse,Bachelors,Canada,Private,Prof-specialty,<=50K
Male,51.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K
Male,41.0,Asian-Pac-Islander,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,24.0,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,56.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Exec-managerial,>50K
Male,33.0,Asian-Pac-Islander,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,31.0,White,Married-civ-spouse,10th,United-States,Private,Machine-op-inspct,<=50K
Male,27.0,Black,Never-married,Some-college,United-States,Private,Handlers-cleaners,
Male,32.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Sales,<=50K
Male,35.0,White,Married-civ-spouse,Assoc-acdm,Puerto-Rico,Private,Exec-managerial,<=50K
Male,43.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
Female,40.0,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K
Male,19.0,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Other-service,<=50K
Male,23.0,White,Never-married,Assoc-acdm,United-States,Private,Handlers-cleaners,<=50K
Male,40.0,White,Separated,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,59.0,White,Divorced,HS-grad,United-States,Private,Craft-repair,>50K
Male,43.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,,White,Widowed,HS-grad,United-States,Private,Machine-op-inspct,
Male,26.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,68.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
Male,41.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,32.0,White,Divorced,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,25.0,White,Never-married,Bachelors,United-States,State-gov,Exec-managerial,<=50K
Male,20.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,22.0,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,33.0,White,Married-civ-spouse,10th,United-States,Private,Craft-repair,<=50K
Male,26.0,White,Married-civ-spouse,Some-college,United-States,Local-gov,Other-service,<=50K
Female,29.0,Black,Never-married,HS-grad,United-States,Private,Other-service,
Female,20.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Female,58.0,White,Divorced,Some-college,United-States,Private,Prof-specialty,<=50K
Male,32.0,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,23.0,White,Never-married,Assoc-acdm,United-States,Private,Other-service,<=50K
Male,30.0,White,Married-civ-spouse,9th,Mexico,Private,Other-service,<=50K
Male,67.0,White,Married-civ-spouse,Some-college,United-States,State-gov,Farming-fishing,<=50K
Female,26.0,White,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,<=50K
Male,53.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,27.0,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Transport-moving,<=50K
Male,29.0,White,Married-civ-spouse,Some-college,United-States,Without-pay,Farming-fishing,
Male,38.0,White,Married-civ-spouse,Doctorate,United-States,State-gov,Prof-specialty,>50K
Female,17.0,Black,Never-married,9th,United-States,Private,Other-service,<=50K
Male,48.0,White,Married-civ-spouse,Masters,United-States,Private,Tech-support,>50K
Female,28.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Exec-managerial,<=50K
Male,18.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,28.0,White,Divorced,Some-college,United-States,Private,Sales,<=50K
Male,34.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Male,62.0,White,Married-civ-spouse,HS-grad,United-States,Private,Prof-specialty,>50K
Male,46.0,White,Married-civ-spouse,5th-6th,Mexico,Private,Machine-op-inspct,<=50K
Female,,White,Divorced,Some-college,United-States,Private,Adm-clerical,
Male,20.0,White,Never-married,Some-college,United-States,Private,Transport-moving,<=50K
Male,29.0,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,55.0,Black,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Male,20.0,White,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K
Male,54.0,Black,Married-civ-spouse,10th,United-States,Private,Transport-moving,<=50K
Male,27.0,White,Never-married,10th,United-States,Private,Craft-repair,<=50K
Male,43.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,48.0,White,Divorced,Masters,United-States,State-gov,Protective-serv,<=50K
Male,34.0,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K
Female,29.0,White,Never-married,Bachelors,United-States,Private,Prof-specialty,
Female,37.0,White,Divorced,Assoc-voc,United-States,Private,Sales,<=50K
Male,56.0,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,>50K
Male,58.0,White,Married-civ-spouse,10th,United-States,Private,Craft-repair,>50K
Male,54.0,Black,Married-civ-spouse,Bachelors,Jamaica,Self-emp-inc,Sales,<=50K
Male,45.0,White,Separated,Some-college,United-States,Private,Craft-repair,<=50K
Male,29.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Other-service,<=50K
Female,26.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Adm-clerical,<=50K
Male,43.0,Black,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K
Male,33.0,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Other-service,<=50K
Male,45.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Other-service,
Male,25.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,25.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,37.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Adm-clerical,<=50K
Male,20.0,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,39.0,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K
Female,17.0,White,Never-married,10th,United-States,Private,Sales,<=50K
Male,27.0,White,Never-married,HS-grad,United-States,Local-gov,Farming-fishing,<=50K
Female,26.0,Black,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,55.0,White,Married-civ-spouse,5th-6th,Mexico,Private,Machine-op-inspct,<=50K
Male,,White,Married-civ-spouse,11th,United-States,Private,Prof-specialty,
Female,41.0,White,Separated,HS-grad,United-States,Private,Other-service,<=50K
Male,34.0,White,Married-civ-spouse,1st-4th,Mexico,Private,Craft-repair,<=50K
Male,51.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,>50K
Male,40.0,White,Divorced,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,58.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Craft-repair,<=50K
Female,23.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,45.0,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,>50K
Male,51.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,43.0,White,Divorced,Some-college,United-States,State-gov,Exec-managerial,<=50K
Female,25.0,White,Never-married,Bachelors,United-States,State-gov,Other-service,
Male,36.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,58.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,33.0,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,60.0,White,Married-civ-spouse,Assoc-voc,United-States,Local-gov,Other-service,<=50K
Male,24.0,Asian-Pac-Islander,Never-married,HS-grad,South,Private,Sales,<=50K
Female,45.0,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,49.0,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,19.0,White,Never-married,12th,United-States,Private,Adm-clerical,<=50K
Female,34.0,Asian-Pac-Islander,Married-spouse-absent,Some-college,Philippines,State-gov,Adm-clerical,<=50K
Male,42.0,White,Divorced,Bachelors,United-States,State-gov,Adm-clerical,
Female,25.0,White,Never-married,HS-grad,United-States,Private,Priv-house-serv,<=50K
Male,59.0,White,Married-civ-spouse,5th-6th,El-Salvador,Self-emp-not-inc,Other-service,<=50K
Male,28.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,19.0,White,Never-married,11th,United-States,Private,Other-service,<=50K
Female,31.0,White,Never-married,Bachelors,United-States,State-gov,Prof-specialty,<=50K
Male,58.0,White,Never-married,Bachelors,United-States,Federal-gov,Prof-specialty,<=50K
Male,47.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,>50K
Male,30.0,White,Never-married,Bachelors,United-States,Private,Sales,>50K
Male,41.0,Asian-Pac-Islander,Married-civ-spouse,7th-8th,China,Private,Craft-repair,<=50K
Male,,White,Separated,Some-college,United-States,Private,Transport-moving,
Female,48.0,White,Separated,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,44.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Female,44.0,Black,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Female,24.0,Black,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,28.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,50.0,White,Married-spouse-absent,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,33.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
Female,23.0,White,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,46.0,White,Married-civ-spouse,10th,United-States,Private,Handlers-cleaners,<=50K
Male,21.0,White,Never-married,Some-college,United-States,State-gov,Tech-support,
Female,52.0,Black,Separated,9th,United-States,Private,Other-service,<=50K
Male,26.0,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,27.0,White,Never-married,Bachelors,United-States,State-gov,Tech-support,<=50K
Female,28.0,White,Never-married,11th,Nicaragua,Private,Machine-op-inspct,<=50K
Male,50.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Sales,>50K
Male,28.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,61.0,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Female,32.0,White,Separated,7th-8th,United-States,Private,Sales,<=50K
Male,30.0,White,Never-married,Some-college,United-States,Federal-gov,Craft-repair,<=50K
Female,51.0,White,Divorced,Bachelors,United-States,Local-gov,Adm-clerical,
Male,40.0,White,Never-married,Some-college,United-States,Local-gov,Protective-serv,>50K
Male,36.0,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,28.0,Black,Divorced,Some-college,United-States,Private,Other-service,<=50K
Male,49.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Prof-specialty,>50K
Male,61.0,White,Married-civ-spouse,7th-8th,United-States,Self-emp-not-inc,Transport-moving,<=50K
Male,41.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Exec-managerial,>50K
Female,55.0,White,Widowed,HS-grad,United-States,Private,Other-service,<=50K
Female,36.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,21.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Transport-moving,
Male,49.0,White,Married-civ-spouse,Prof-school,United-States,Self-emp-inc,Prof-specialty,>50K
Male,59.0,White,Married-civ-spouse,11th,United-States,Private,Adm-clerical,<=50K
Male,41.0,White,Separated,Some-college,United-States,Private,Sales,>50K
Male,59.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Male,20.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,42.0,Black,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Female,41.0,White,Divorced,Masters,United-States,Local-gov,Prof-specialty,<=50K
Male,45.0,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Exec-managerial,>50K
Female,42.0,White,Married-civ-spouse,Assoc-acdm,United-States,Local-gov,Exec-managerial,>50K
Male,25.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,
Male,45.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Male,58.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,>50K
Male,39.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,34.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Male,22.0,White,Never-married,Some-college,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,44.0,White,Divorced,HS-grad,United-States,Private,Tech-support,>50K
Female,53.0,White,Widowed,Some-college,United-States,Self-emp-inc,Sales,<=50K
Male,27.0,White,Married-civ-spouse,9th,Guatemala,Private,Protective-serv,<=50K
Female,60.0,White,Separated,HS-grad,United-States,Private,Other-service,<=50K
Male,46.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,
Male,56.0,White,Married-civ-spouse,Prof-school,United-States,Self-emp-inc,Prof-specialty,>50K
Male,36.0,White,Never-married,Bachelors,United-States,Private,Exec-managerial,>50K
Female,56.0,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,29.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Exec-managerial,<=50K
Male,19.0,White,Never-married,10th,United-States,Private,Handlers-cleaners,<=50K
Male,38.0,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K
Male,40.0,White,Married-civ-spouse,Some-college,United-States,Federal-gov,Tech-support,>50K
Male,52.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Exec-managerial,>50K
Female,22.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K
Female,,White,Divorced,HS-grad,United-States,State-gov,Other-service,
